Freq,CH3_Upper_Envelope_0,CH3_Upper_Envelope_1,CH3_Upper_Envelope_2,Val_0,Val_1,Val_2
17.08984,0.1519806,0.01259411,0.07407708,0.17319074543042942,0.01133833826358246,0.07854046297559988
17.57812,0.1234096,0.0174593,0.09046946,0.14162923650613463,0.015456038423683312,0.08462392935524266
18.0664,0.09601002,0.01600464,0.06254009,0.11275729778747672,0.017196745886818385,0.07862990280303014
18.55469,0.1059462,0.01715518,0.04308461,0.10370729795841452,0.017028023860752556,0.05423973688291525
19.04297,0.1133408,0.02511752,0.04381505,0.11252884748788582,0.021692568237976488,0.044593243497741006
19.53125,0.101936,0.02146537,0.04721462,0.11039835172769792,0.023888659970385397,0.04668187898703564
20.01953,0.08904256,0.04345755,0.06754306,0.09787650588868609,0.033272994422466555,0.058813307327754236
20.50781,0.06426183,0.02530089,0.06663783,0.07852175606235262,0.03521773546672674,0.06872679323018321
20.99609,0.05110761,0.02856308,0.06026449,0.059058162365693855,0.02757322117469637,0.06496189822142881
21.48437,0.03574543,0.03188093,0.0828771,0.04443643666475043,0.03092484065184756,0.07323522812933979
21.97265,0.0350571,0.02516698,0.06576323,0.03620583733208142,0.02917222519584005,0.07600925572810606
22.46094,0.03788521,0.03317092,0.08094161,0.03728163986527342,0.029817160688992903,0.07498250345200966
22.94922,0.03028019,0.03837423,0.06258614,0.0348236262816249,0.03655023759653425,0.0733239550716711
23.4375,0.01824714,0.0319184,0.1094317,0.02477991184177501,0.035894106981086936,0.08783889223686034
23.92578,0.01911748,0.04334512,0.07112116,0.0190715237952768,0.0384157529929728,0.0921571841435904
24.41406,0.01064213,0.019119,0.1154368,0.015183473728267166,0.03186944738117629,0.09518262787916634
24.90234,0.01035096,0.0376868,0.08246341,0.010706475384073766,0.028970956603940518,0.10092910223640394
25.39062,0.01031385,0.03550709,0.06074177,0.010535000688332904,0.03731453042789955,0.07300655897019316
25.8789,0.009512505,0.01722625,0.03858599,0.010103815078353739,0.02687372014795228,0.050618952358469395
26.36719,0.009618117,0.0238948,0.01499904,0.009745791843783545,0.02094846647943885,0.02729804333193644
26.85547,0.008946957,0.01406207,0.01896473,0.009454435376973809,0.019329886566958786,0.01729636351696749
27.34375,0.006560005,0.01261598,0.01748811,0.007894453014367277,0.013581552095113213,0.01855780859076382
27.83203,0.006325888,0.01780684,0.0374322,0.006557998821536731,0.015483041626049831,0.027950513655392917
28.32031,0.01398738,0.01841205,0.01812673,0.010334820113248657,0.018427153762336057,0.028266822809336938
28.80859,0.00872502,0.0250167,0.01069916,0.011551996067769034,0.02208875985048363,0.01466144343750298
29.29687,0.008469944,0.01004503,0.005352226,0.008743201679823275,0.017827997583101083,0.008161721364388539
29.78515,0.006489823,0.006803863,0.005639822,0.007604547927134366,0.00856485360618643,0.005587624181136075
30.27344,0.006847288,0.005064276,0.006027236,0.006777878063931857,0.006031351091536553,0.00592916235673683
30.76172,0.005903054,0.009333525,0.02136697,0.006477996066985449,0.0073150114915536526,0.013918023432327477
31.25,0.01072092,0.01095133,0.01767563,0.008443922958469163,0.010303417994019841,0.019831161098924247
31.73828,0.01209446,0.004123054,0.009103601,0.0115859346999424,0.00765496032351232,0.01359882770660288
32.22656,0.03148817,0.004062275,0.005519594,0.02212656515496114,0.004155628410522561,0.007424083331850371
32.71484,0.02661842,0.003449307,0.00304193,0.02949349534662713,0.0038126967829777672,0.004345621869292907
33.20312,0.02234464,0.003432452,0.004713745,0.02484692507661966,0.00349223578486216,0.003935715530108048
33.6914,0.006903664,0.002433144,0.004838582,0.014839212540652806,0.0029759272784364845,0.004846401029297849
34.17968,0.008579223,0.001403828,0.002447542,0.007853638066927465,0.0019462900789067833,0.003695859874631508
34.66796,0.02256294,0.001833638,0.003692951,0.01579352500078234,0.0016418577030176994,0.0031141070616266743
35.15625,0.0122201,0.001500748,0.002829989,0.017636475437262534,0.0016906750182661455,0.003307407031954
35.64453,0.01129375,0.001218752,0.003671395,0.011920215206976,0.0013786353683200002,0.0032958403844198405
36.13281,0.01344215,0.0009332375,0.002581419,0.012537373544818795,0.0010907343668929705,0.003169234385014194
36.62109,0.02752257,0.0008919965,0.001352956,0.020759147959220445,0.0009249496314438319,0.0019937710486501053
37.10937,0.03035942,0.001261329,0.001767252,0.02932687398499471,0.0010910182180532445,0.0015809053355451735
37.59765,0.0114521,0.001264301,0.0008970536,0.02118083512234242,0.0012794309465439593,0.0013496810838049798
38.08593,0.01658274,0.0005700092,0.00107403,0.014199463979812565,0.000929066176682399,0.0009983410135174405
38.57421,0.01139664,0.0005569207,0.0006602465,0.014169044576170256,0.0005706888425447272,0.0008782553807805797
39.0625,0.03146074,0.0007964001,0.0006626244,0.021699944162822775,0.0006852258769525027,0.0006698082025691518
39.55078,0.04026402,0.0005026379,0.0006690037,0.036310658602403845,0.0006576379667153921,0.0006741367043189505
40.03906,0.0154127,0.0003466876,0.001291158,0.028182042587822535,0.0004299054867442563,0.0009921805829872633
40.52734,0.006653876,0.0005656764,0.001792529,0.011167839956630352,0.00046174518122753136,0.0015606464225506294
41.01562,0.004906194,0.001123047,0.0004452365,0.005849673804071523,0.0008545347074284668,0.0011323632317974729
41.5039,0.004086597,0.0007542606,0.0007535763,0.004549923887349503,0.0009498282227556235,0.0006065421730784517
41.99218,0.00297671,0.0007048147,0.000416062,0.0035732022645975432,0.0007381204252028603,0.0005916993587168194
42.48046,0.002303683,0.0004634386,0.000490664,0.002670896386193572,0.0005909188041739916,0.00045863465023678225
42.96875,0.003085298,0.00044503,0.0009120694,0.0027254622165549763,0.0004594554785453123,0.0007094285323328655
43.45703,0.003892174,0.0006154611,0.000689648,0.0035283806257822257,0.0005362710521883113,0.0008099593437477469
43.94531,0.0053675,0.000566755,0.0009797374,0.004681857508772918,0.000597749696671528,0.0008440712459235479
44.43359,0.00294004,0.0006107954,0.0006517301,0.0041999228844739065,0.0005953171302914464,0.000824797435645863
44.92187,0.004818901,0.001083955,0.0008461318,0.003922101938417197,0.0008566869923322423,0.0007571609400653086
45.41015,0.005170907,0.0007985969,0.000690144,0.005049196301836945,0.0009515071852728415,0.0007764872045550419
45.89843,0.004174471,0.001242011,0.001311049,0.00472293284603266,0.0010312749336392523,0.001011355576088055
46.38671,0.01145205,0.001118662,0.002092703,0.007896380093348618,0.001192893241183086,0.0017199810204392614
46.875,0.01665804,0.0007266747,0.002211493,0.014202995521238732,0.0009323808242975198,0.002174752073384812
47.36328,0.02553105,0.0007803409,0.001294156,0.021314279281228803,0.000761356819489792,0.0017710830417996804
47.85156,0.03925361,0.0005457981,0.0006583331,0.03272627070031467,0.0006699052507220783,0.000986308901304935
48.33984,0.06996315,0.0006316107,0.0008957164,0.05516560696995459,0.0005947115726905455,0.0007849535540960421
48.82812,0.06312311,0.0005288539,0.001116965,0.06721528115971423,0.0005860932177739108,0.0010165057323417701
49.3164,0.07939157,0.001277206,0.001106049,0.07196991164877944,0.0009120602273071337,0.0011226220426836012
49.80468,0.02645929,0.001816856,0.003165738,0.05344944288334914,0.0015623481013431635,0.0021570409089386082
50.29296,0.01869881,0.0009053847,0.00203602,0.022800412701938853,0.001374464635004903,0.0026263777522883393
50.78125,0.01815781,0.001296428,0.003519853,0.018607228868364478,0.0011115949545609863,0.0028049072452809493
51.26953,0.04051548,0.001544963,0.008004113,0.029618727402867202,0.00143435599868288,0.00581738654085888
51.75781,0.02943837,0.0007461885,0.003849016,0.03531003772677943,0.0011564859675738687,0.0059830078283094265
52.24609,0.02168758,0.0004648489,0.001712251,0.025804134535787938,0.0006112311262181109,0.002806865825621583
52.73437,0.03322285,0.0008539542,0.002230587,0.027711805155937023,0.0006655641659744011,0.00198984343079128
53.22265,0.04309383,0.000596297,0.002575052,0.038511657091968673,0.0007318397093743608,0.0024250677738574485
53.71093,0.07691134,0.0008503876,0.002458164,0.060553066086601284,0.0007299784516806096,0.002539696090394597
54.19921,0.0672085,0.0008800325,0.002214634,0.07271500859626151,0.000873075576871607,0.0023576389395005824
54.6875,0.1005099,0.0009325782,0.002317272,0.08461470194860773,0.0009144704106964842,0.0022863673601054334
55.17578,0.09183747,0.0008251818,0.001946065,0.09703237641781579,0.0008867271227684572,0.0021507012057404343
55.66406,0.1270642,0.0009550286,0.002040844,0.11041942400252609,0.0008979822171813792,0.0020110956455036974
56.15234,0.1245535,0.0008175718,0.002579618,0.12691243362789204,0.0008940747436041856,0.0023304961332418087
56.64062,0.2067905,0.0005633753,0.002607573,0.16711262249516223,0.000696477652856515,0.00261614844811828
57.1289,0.2111186,0.000515381,0.003140564,0.21075587787518923,0.0005440279501448783,0.002898844891345646
57.61718,0.1317138,0.0006352683,0.004003036,0.17288129213613423,0.0005802419426505148,0.0036023281303158294
58.10546,0.1092481,0.0006754085,0.003967588,0.121501972519082,0.0006608921017596488,0.00401908574844378
58.59375,0.1353766,0.0009966308,0.001879646,0.12334020344753317,0.0008430451521627657,0.0029481856540461084
59.08203,0.1073971,0.0006601341,0.001056425,0.12239840449374721,0.0008352856194111744,0.0014802690978485762
59.57031,0.2041549,0.0005631623,0.0008531763,0.1570634016901586,0.000616703130967944,0.0009626915444290167
60.05859,0.07876458,0.0004254801,0.002009885,0.14261924314589935,0.0004983730029121554,0.0014432644782406453
60.54687,0.06354499,0.001051698,0.0008509079,0.07173327774216727,0.0007445938240270625,0.0014420256603861576
61.03515,0.07984661,0.00208867,0.0006195531,0.07227399050305987,0.001582846742822544,0.0007411597635364967
61.52343,0.09863938,0.00122625,0.0004554352,0.08995693720541113,0.0016707196474130069,0.0005417940926324338
62.01171,0.1536361,0.0008969507,0.0006036342,0.12713883073384238,0.0010700257290612455,0.0005337373461027286
62.5,0.1401585,0.0006119453,0.0006154169,0.1480539925443114,0.0007603886427257046,0.0006143250504622434
62.98828,0.1048116,0.001072297,0.0007357419,0.123441962003424,0.000848700204641952,0.0006808573505509121
63.47656,0.1338789,0.0005549587,0.0007289285,0.12027040462670198,0.0008199350266144113,0.0007380122026337598
63.96484,0.1576783,0.0003730576,0.0007309828,0.14689997101960156,0.00046757743446472206,0.000735570679308173
64.45312,0.2170459,0.0004958498,0.0008913528,0.1887923414605899,0.00043777013216235667,0.0008173599051218764
64.9414,0.1561466,0.00174543,0.0004744215,0.18800985444537055,0.0011291295751370918,0.0006880605246574565
65.42968,0.1263192,0.002384885,0.0006089168,0.14229479888748933,0.002080684961743973,0.0005457418403417851
65.91796,0.1408584,0.001154996,0.0005197749,0.13458572890541418,0.0017831489788942875,0.0005685573758952511
66.40624,0.1880962,0.0004699649,0.0006563647,0.16569564741311776,0.0008184988090955484,0.0005924258620192736
66.89452,0.4281898,0.0003092739,0.0009616357,0.31040875189379796,0.00039248424162681097,0.0008149487165498906
67.3828,0.4931828,0.0003489594,0.0007497948,0.46404896567969994,0.0003315189555679598,0.0008619613317757569
67.87109,0.261211,0.0006482757,0.002014336,0.3799302603575541,0.0005022307860704735,0.0013920805479927516
68.35937,0.1220658,0.00149872,0.002512167,0.19301709007189957,0.0010812208367709214,0.0022795338441088096
68.84765,0.09724107,0.001496624,0.002609699,0.11043667187362537,0.0015083696305393103,0.0025792253330808933
69.33593,0.1324126,0.0020705,0.004593901,0.11564120770544165,0.0017962113446524318,0.003627344617775625
69.82421,0.1244735,0.002637847,0.002193728,0.12934757630337546,0.002370752145971576,0.003417714543513658
70.31249,0.06866185,0.001378263,0.001484076,0.09724297178243406,0.002022097308468653,0.0018517614232367256
70.80077,0.04866842,0.0003685453,0.001699678,0.05907253078583833,0.0008794694419326567,0.001602931674661074
71.28905,0.03686275,0.0004798686,0.00122058,0.04306051936079579,0.00042713250814782806,0.001470198830993646
71.77734,0.03955936,0.0003126466,0.001197548,0.038472779290700324,0.00039897174226313857,0.0012173454101262395
72.26562,0.04899616,0.001008586,0.0007966616,0.04457896849634161,0.0006651102771655512,0.0010038878088401717
72.7539,0.03117922,0.002377231,0.000870223,0.0403585520956023,0.0017043470424546279,0.0008390736528652215
73.24218,0.03174682,0.002035843,0.0006792597,0.03167418068562098,0.002221345936515568,0.0007799409435115232
73.73046,0.02535938,0.001797504,0.0008649784,0.028743453532185957,0.0019294512919305511,0.0007772664976829334
74.21874,0.01044125,0.001357197,0.001208273,0.01801885984304316,0.001587796504299173,0.0010434907541010596
74.70702,0.01679378,0.0004400999,0.0004998982,0.013707103697196962,0.0009045605965167155,0.0008597045705830091
75.1953,0.02641101,0.000331498,0.001653782,0.02174358678399299,0.00038832050568922443,0.0010838782536303818
75.68359,0.03456538,0.0003814892,0.001059136,0.030686173872835797,0.0003588085353742056,0.0013652673346314197
76.17187,0.02260773,0.001073047,0.001304073,0.0287709839240957,0.0007319601404788937,0.0011892277357008962
76.66015,0.008176165,0.002783232,0.001736934,0.015490613584018943,0.0019404993377597924,0.0015302502929956294
77.14843,0.009583983,0.003724354,0.001281121,0.00893663484070694,0.0032745177448125266,0.0015186391163052122
77.63671,0.02135569,0.002222767,0.001289044,0.01556774661646277,0.002992380456814934,0.0012932159135134052
78.12499,0.02113487,0.00116505,0.00169468,0.021378897786204488,0.001704561986506319,0.0015012447569117753
78.61327,0.01395353,0.0006122961,0.001755171,0.017653850983328126,0.000894227243054668,0.0017357062581561293
79.10155,0.01124199,0.0004417264,0.00147778,0.01267600676740708,0.0005302846038898713,0.0016265156962307382
79.58984,0.007224582,0.0007159134,0.002020002,0.009290282622960484,0.0005823929269377907,0.001759686818620368
80.07812,0.0132513,0.0006395518,0.001054428,0.010300750296154886,0.0006818904582634166,0.0015466457431727468
80.5664,0.01080057,0.0014185,0.0008674007,0.012099263688807881,0.0010353004324996642,0.0009667735692076687
81.05468,0.01398989,0.002608101,0.001313974,0.012470352419574414,0.002025502290922022,0.0010972975599542489
81.54296,0.002910044,0.002214764,0.00185761,0.008500870290059992,0.0024259591659630264,0.0015953449402837687
82.03124,0.004619948,0.0008377896,0.001315573,0.003787540830931818,0.0015354161596198128,0.0015960920246022466
82.51952,0.005181724,0.0004103603,0.001285588,0.004930007571733891,0.0006277896727883669,0.0013083220317205984
83.0078,0.005633421,0.0003852121,0.001410987,0.005439569892862925,0.00040013995879229543,0.001356265513208269
83.49609,0.007827166,0.0007363184,0.002020689,0.0067698841771787095,0.0005640639287256439,0.001725931347095333
83.98437,0.0169885,0.0004810119,0.002327238,0.012480393244404739,0.0006122245863693199,0.002186676704867198
84.47265,0.01582983,0.0002531499,0.002002557,0.01650456688354333,0.0003692150859425986,0.0021774840818997035
84.96093,0.01375367,0.0008008662,0.002190121,0.014877251232529108,0.0005300543317332475,0.002108456536349576
85.44921,0.03160348,0.001842325,0.002414366,0.022808911315774793,0.0013291909582378155,0.0023154747517786702
85.93749,0.03645688,0.002208489,0.003815883,0.03422463769352812,0.002036980725842053,0.0031329251676815387
86.42577,0.02950363,0.00118681,0.002403856,0.033167642354592276,0.0017072952122247813,0.003127539169889824
86.91405,0.05128355,0.0004953078,0.005451941,0.040621801818363897,0.0008458106336518031,0.00395008996302752
87.40234,0.03022442,0.0005141556,0.004589148,0.04098294410771216,0.000507567322569573,0.005048750315675428
87.89062,0.01564295,0.0007181097,0.01248637,0.023061805822758293,0.0006195747231795281,0.008585455857595804
88.3789,0.01080133,0.0005821557,0.01263848,0.013295596149463958,0.0006537445392924751,0.012632216075304736
88.86718,0.01501808,0.0005266076,0.01228892,0.012981029159470192,0.0005574445244198221,0.012532560049581972
89.35546,0.01579562,0.0009059799,0.006980665,0.01549150281241061,0.0007202294202018675,0.009687730789275071
89.84374,0.02124319,0.001073913,0.003797544,0.018620603685266687,0.0009953559801239118,0.005418553085965089
90.33202,0.1719448,0.0008332896,0.004923902,0.097118961078645,0.0009587839030702195,0.004384422523488671
90.8203,0.09191598,0.0003951605,0.01508363,0.1326435255064262,0.0006175451773193493,0.010057840279114761
91.30859,0.2203374,0.000240546,0.01571611,0.156966095963866,0.0003195621692993471,0.015482666495082044
91.79687,0.2094718,0.000422688,0.005383995,0.21605381956508146,0.0003333903484742235,0.010606469750936631
92.28515,0.1125382,0.000496296,0.003216998,0.16186140742870647,0.00046193610025919193,0.00432337142406898
92.77343,0.2545945,0.0002520939,0.008495882,0.1845375981084768,0.0003761748125259427,0.005887426377799679
93.26171,0.1862596,0.000130074,0.0102599,0.22158718949224468,0.00019208965250669827,0.009427248198688027
93.74999,0.2310844,0.0002282697,0.004480967,0.2097645208658516,0.00018010992019963496,0.007409022061901557
94.23827,0.1262871,0.0002788001,0.001912762,0.17961640266470963,0.0002548553910312204,0.0032135147950886713
94.72655,0.08233423,0.0003176109,0.001691207,0.10485113344775696,0.0002997506024465963,0.0018113211844665124
95.21484,0.2400559,0.0001928476,0.001797298,0.16202598239632499,0.00025654488844014696,0.0017532436545730841
95.70312,0.4749402,0.0002211026,0.001461166,0.3593313687122302,0.00020803650809382237,0.0016375870148376032
96.1914,0.1454175,0.0006096803,0.001512378,0.31176139118442536,0.00041751078881785674,0.0014943575524058149
96.67968,0.3049352,0.0004379605,0.0013658,0.2263193743054785,0.0005264793801677905,0.0014463940020783563
97.16796,1.388165,0.0003938434,0.003267019,0.8508255949419361,0.00041800245968462034,0.00232810850883681
97.65624,0.4952235,0.0002867839,0.000853495,0.9464263702214187,0.0003420237646203131,0.0020706100246797397
98.14452,0.422449,0.0005284079,0.0012637,0.4611304256118196,0.00040963387449146114,0.0010638904744919527
98.6328,0.3119569,0.0007456212,0.001151629,0.3690298258808541,0.0006401837688669728,0.0012136727664020365
99.12109,0.05429991,0.0008945303,0.001222692,0.18403499762311776,0.0008241356042063846,0.0011930376382394599
99.60937,0.008631567,0.0003715912,0.00162277,0.031620741746985884,0.0006361792679966241,0.0014297395094169162
100.0976,0.006116228,0.0002035542,0.002539104,0.007410040264244217,0.0002889822222098182,0.0020911366014181192
100.5859,0.005778817,0.0003591309,0.003175043,0.005976535935254691,0.0002827150061544433,0.0028710109869132723
101.0742,0.004771719,0.0003019371,0.002240953,0.005300877089985774,0.0003321385961929058,0.002721144131052165
101.5625,0.004520169,0.0001876601,0.001813102,0.004668389039933039,0.000245981247563671,0.002036820281226564
102.0508,0.0024894,0.000134008,0.001454334,0.003521635072517908,0.00016160732031744003,0.0016415727150710154
102.5391,0.005471044,0.0003551542,0.001053498,0.003999266852197141,0.0002457513892199767,0.0012599158273683302
103.0273,0.003866433,0.0009876548,0.001200199,0.004690966880546542,0.0006746011311085234,0.0011322135503827318
103.5156,0.004224358,0.0007693956,0.001673212,0.004064568734886773,0.0008826889881916735,0.0014435147951640003
104.0039,0.004751341,0.0002491827,0.002238048,0.004509019419421324,0.0005116915501401238,0.0019648550262665724
104.4922,0.002675153,0.0002160805,0.002663875,0.0037306807549851496,0.00023372380914100336,0.002462468804057348
104.9805,0.003064362,0.0003094978,0.001904842,0.0028831680951185833,0.00026401718369002664,0.002295033481056481
105.4687,0.003504662,0.0003900535,0.003853535,0.003299786253393725,0.0003514022422940927,0.0028925778420749565
105.957,0.004318951,0.0004205395,0.001990165,0.0039299174192959615,0.00040717294562747056,0.002935377609186422
106.4453,0.006770715,0.0007871513,0.002700069,0.005570386214548355,0.0006066282053721793,0.002355924408959295
106.9336,0.006610841,0.00175747,0.001375937,0.00672147082436519,0.0012781471621841453,0.0020473519977002273
107.4219,0.006118186,0.002563712,0.0007857963,0.006393576319750293,0.002170457090595472,0.001085802303388598
107.9101,0.007455084,0.002164748,0.0009431614,0.00681747820056711,0.002374974709281813,0.0008684076445434776
108.3984,0.02161465,0.0012763,0.001506894,0.014600638188758975,0.001728309479479678,0.001230571027509751
108.8867,0.042689,0.0005391905,0.001649249,0.032296658652041906,0.0009118343509975701,0.001585180205603127
109.375,0.06520608,0.0002513213,0.001008162,0.054189466551011284,0.00039702841634928784,0.0013346640504533613
109.8633,0.03460687,0.0001511412,0.002567658,0.05012928031878857,0.00020212963829142856,0.0017958920475702857
110.3516,0.07416698,0.0003453003,0.001708976,0.0546286539074468,0.0002493239955080541,0.0021478209944285308
110.8398,0.02616648,0.0008334217,0.002368769,0.050388669669075924,0.0005919683572127636,0.0020478925554817512
111.3281,0.009438298,0.00169338,0.001880688,0.0178808166636073,0.0012689667084286062,0.0021340889005650497
111.8164,0.009326829,0.002068827,0.002299351,0.009423716683760883,0.0018893542726176051,0.002099186606254845
112.3047,0.01068513,0.001637849,0.002550692,0.010049675413925417,0.0018614314902697636,0.002435611520770209
112.793,0.01042884,0.001141711,0.003123456,0.010602886692231047,0.0013958227530993807,0.0028494095766428305
113.2812,0.005318697,0.0004632098,0.002837806,0.007907848396639862,0.0008059336755337653,0.002993532013841284
113.7695,0.003575448,0.0001726401,0.001946339,0.004466241660476319,0.0003192953693907286,0.002402383557807915
114.2578,0.005181668,0.0004230861,0.001530006,0.004397350821199004,0.00029914153184447504,0.001745632756323092
114.7461,0.003641731,0.001302736,0.004208855,0.004430553642700542,0.0008665988460691963,0.0028816934957267685
115.2344,0.00275407,0.001698944,0.002866078,0.0032115091090433572,0.0015072267980872553,0.0035525201261533074
115.7226,0.002537043,0.002149117,0.001384863,0.002656764617396368,0.0019321818132371931,0.002134475230341808
116.2109,0.002763347,0.002157213,0.001570413,0.002661377692218288,0.0021622504376716386,0.00148387300193912
116.6992,0.003819013,0.001455317,0.002139575,0.003305009022871349,0.0018138546426195825,0.0018627883942452905
117.1875,0.002987955,0.0009687998,0.003189646,0.0034177250679524795,0.0012171299696141875,0.002675759927820842
117.6758,0.002065434,0.0003519792,0.002294957,0.00253722279802112,0.0006631412285789867,0.0027537281950182394
118.1641,0.003264497,0.0003605671,0.004124745,0.0026760238709959906,0.0003577515183573428,0.0032231703931403055
118.6523,0.003652371,0.001439666,0.004651275,0.0034727226670215397,0.0009038354197727144,0.004406139249763675
119.1406,0.004411227,0.002720322,0.0025457,0.004048391408673915,0.0020885539779372164,0.0036132966646453546
119.6289,0.00432159,0.003100268,0.003730014,0.0043843043077309496,0.0029222228990411327,0.003150717566197417
120.1172,0.006092833,0.002754249,0.004181396,0.005228466241750948,0.0029392069533047617,0.003971851355533655
120.6055,0.0121284,0.002061218,0.002142959,0.00914765294471358,0.0024175214093755935,0.0031750323723517535
121.0937,0.00827787,0.001011743,0.003505592,0.010244436354473882,0.0015427000321117195,0.002835707908133128
121.582,0.009615833,0.0004419212,0.005075588,0.008982928914328326,0.0007297629883486919,0.004307891437622271
122.0703,0.01592099,0.000363046,0.002066342,0.012819692243329194,0.00040410006248523634,0.003585306779288875
122.5586,0.0160242,0.0004444892,0.002954683,0.01603648783993322,0.000405382732584093,0.0025205549366430656
123.0469,0.01226399,0.000487776,0.005199813,0.014200448137099312,0.0004679897732100399,0.004093492638878055
123.5351,0.03082989,0.0005802198,0.006407444,0.02163242948496874,0.000536116586247114,0.005826654934909779
124.0234,0.01618187,0.0007064897,0.004499182,0.023598792226597946,0.0006458977529556378,0.005474868434349427
124.5117,0.03153268,0.0006230692,0.005032665,0.02395120491469755,0.0006673967932226097,0.0047846877045376116
125,0.03902324,0.000416536,0.00351462,0.03541631027445613,0.0005218411201517608,0.004290402528437086
125.4883,0.02959228,0.0003429911,0.006791209,0.034441779833664,0.00038124705833171997,0.0051730438452028005
125.9766,0.03242018,0.0002792296,0.003575425,0.031126881424148708,0.00031232094241303774,0.005203486320096774
126.4648,0.02728,0.0002734111,0.003447424,0.029965768736670142,0.0002773911805738526,0.0035250324036971946
126.9531,0.02920099,0.0003275719,0.00687833,0.028349535884961665,0.00030165174379471603,0.005182811660388504
127.4414,0.02830624,0.0002860961,0.003991207,0.028864210095389555,0.0003080141763186562,0.005455672262559165
127.9297,0.02195345,0.0003947648,0.004069464,0.025226131633021134,0.0003417348313763424,0.004045777992193667
128.418,0.01852156,0.0004847612,0.00342998,0.02031475034405615,0.0004414415490226273,0.00376403446420964
128.9062,0.02857163,0.0003315491,0.006609624,0.023636110859762652,0.0004097068121052345,0.005038885518949058
129.3945,0.0192608,0.0003561689,0.004933476,0.024006810237346996,0.0003451615467332059,0.005793412779796472
129.8828,0.01717166,0.0003831492,0.004211032,0.018284973146802996,0.0003710540437139137,0.004589508455391844
130.3711,0.01535721,0.0004257491,0.005955311,0.016325581846314524,0.0004059696940592981,0.005102281902943654
130.8594,0.01638352,0.000536898,0.004002682,0.015929806848918197,0.0004831263290627293,0.004997645142152669
131.3476,0.01501477,0.0003404158,0.007344835,0.015757714140535565,0.0004402934068048608,0.0056949257138165085
