Freq,CH3_Upper_Envelope_0,CH3_Upper_Envelope_1,CH3_Upper_Envelope_2,average,upper,Val_0,Val_1,Val_2,average_val,upper_val
0.4882812,0.1701971,0.004066448,0.007697862,0.06065380333333333,0.2191111720870896,0.0,0.0,0.0,0.0,0.0
0.9765624,0.03829648,0.004746201,0.01812424,0.020388973666666668,0.0485942833748856,0.20849357999999998,0.008812649,0.025822102,0.081042777,0.2677054554619752
1.464844,0.03554927,0.008787578,0.01608206,0.020139636,0.0432433470673544,0.055384327623611146,0.010150337021718223,0.02565473200545095,0.03039646555026011,0.06887824164002863
1.953125,0.1841954,0.005948492,0.03453381,0.07489256733333334,0.23476497418006786,0.1464964216646107,0.009824044990029654,0.0337439075743731,0.06335479140967115,0.18533884920045124
2.441406,0.3727441,0.007032152,0.1419858,0.173920684,0.482763175246016,0.348087151855872,0.008112901669238785,0.11032474495274495,0.15550826615928523,0.4484550474695009
2.929687,0.1607969,0.01450478,0.1439986,0.10643342666666666,0.24012423106584774,0.3201245781461584,0.012922158317847175,0.1715906282860778,0.16821245491669443,0.4337324141776471
3.417969,0.09746895,0.07284432,0.3532197,0.17451099,0.4337872721314736,0.15065511589781605,0.0509536540896519,0.29004407904883694,0.16388428301210164,0.3931151393769787
3.90625,0.09212786,0.1954201,0.4733916,0.25364652,0.5829510707395237,0.10834102636134207,0.1532939430733573,0.47234927973673846,0.24466141639047928,0.5809932962879174
4.394531,0.05892554,0.4673798,0.438224,0.32150978,0.7020550273541015,0.0849675326662912,0.37282492254040317,0.5127837458283008,0.3235254003449984,0.7228158890574691
4.882812,0.02903484,0.3099097,0.1527247,0.16388974666666667,0.39897548381465997,0.04886687555379175,0.4318274803470496,0.3283048183918148,0.2696663914308854,0.6116835894775761
5.371093,0.02809653,0.07569847,0.05173253,0.05184251,0.09159044815759307,0.03142225232994942,0.21208448560274387,0.11245147231271549,0.1186527367484696,0.26981125253794785
5.859375,0.02256869,0.0648504,0.03236434,0.03992781,0.07688881157819435,0.02763557840438622,0.07666303070494683,0.04587102640526332,0.05005654517153212,0.09189779086997557
6.347656,0.021138,0.02980811,0.02474942,0.025231843333333333,0.03250492840598825,0.023674456150923947,0.05127335756395179,0.030936618781573118,0.035294810832149616,0.05925494015769913
6.835937,0.01852298,0.02715763,0.064048,0.036576203333333335,0.07695651340380774,0.02135591158675423,0.03067385896450438,0.04781399377049891,0.033281254773919175,0.05894077436938387
7.324218,0.02037697,0.01885522,0.05998745,0.03307321333333333,0.07201899658285973,0.020839258318874208,0.02464974035024752,0.06644756055593402,0.03731218640835191,0.07980830658646573
7.8125,0.01734843,0.01125677,0.05835069,0.028985296666666667,0.07175887807669941,0.020120215393643393,0.016059729644516314,0.0631136811295076,0.03309787538922244,0.07668154100395468
8.30078,0.0186385,0.01281643,0.05306068,0.028171869999999998,0.06449441884010765,0.019118053683545598,0.012788885574144,0.0591872813995904,0.03036474021909333,0.07238455308678998
8.789062,0.01435798,0.02124018,0.05848019,0.03135945,0.07100188990838165,0.017468726342690685,0.01802997168939666,0.05905105435657492,0.03151658412955409,0.07173334664703887
9.277343,0.01549836,0.01195425,0.06804241,0.03183167333333333,0.08428544731202123,0.01575751240033464,0.017519282080356812,0.06677581506717098,0.03335086984928748,0.08195720379207384
9.765624,0.02283766,0.01960612,0.07573302,0.03939226666666667,0.0920197532434894,0.02017685219660845,0.01661072069453938,0.07567127731605482,0.037486283402400886,0.09279220881828494
10.25391,0.02925735,0.02456667,0.04946057,0.03442819666666667,0.05651894541424555,0.02734989305287096,0.02319072560590598,0.06572666551757982,0.03875576139211892,0.07798285330018516
10.74219,0.0355922,0.02255761,0.04121191,0.033120573333333334,0.049101821628026246,0.03396880738735274,0.024684143383996937,0.04749510225519827,0.03538268434218265,0.05532515633128347
11.23047,0.05919304,0.03129442,0.09288653,0.061124663333333336,0.112629894092271,0.04954682398388038,0.02814992135468187,0.07009690330681173,0.049264549548458,0.08454156840669019
11.71875,0.05145957,0.03413204,0.1030137,0.06286843666666667,0.12270461939877846,0.05773179009593989,0.03413554054839201,0.10220880427588962,0.06469204497340716,0.12278321076380756
12.20703,0.03985025,0.03131451,0.113038,0.06140092,0.13642102531452324,0.047557193046809595,0.03408674130118399,0.11252691556057601,0.06472361663618986,0.13496125946814358
12.69531,0.03549612,0.0102198,0.136483,0.06073297333333333,0.17230188500095156,0.03918010869657484,0.021597839158505383,0.12975090773554254,0.06350961853020759,0.16053589818969685
13.18359,0.03245282,0.01016246,0.09756001,0.04672509666666667,0.12256509678118363,0.03528117729675762,0.010583095612214275,0.12152232147958184,0.05579553146285124,0.15310399637161837
13.67187,0.03212023,0.007386206,0.07690518,0.038803872,0.09765153567375585,0.033482319501118435,0.009099307556796745,0.09046342449990101,0.04434835051927207,0.11418639273375893
14.16016,0.03462176,0.007327462,0.06860188,0.036850367333333335,0.08811592912035107,0.034562838043310826,0.007619582875893348,0.07535191786966963,0.0391781129296246,0.09620106921287729
14.64844,0.06246071,0.004939138,0.1233124,0.06357074933333333,0.16242545993971214,0.050215065961359204,0.006344792506016881,0.09926599754957573,0.051941952005650605,0.12959036144941133
15.13672,0.136283,0.00646629,0.05068135,0.06447688,0.17469475496513698,0.10268424112162114,0.005892803947593055,0.08989676291468579,0.06615793599463334,0.17417876235812577
15.625,0.118563,0.007890154,0.05654884,0.06100066466666667,0.15363651101898,0.13153340849272496,0.007409776936482936,0.055344609623154815,0.06476259835078757,0.16946128457822526
16.11328,0.2075735,0.006267269,0.06656116,0.09346730966666666,0.2660034898064382,0.16816411976704,0.007299920668078079,0.0634785888256,0.07964754308690603,0.21637685864000622
16.60156,0.1845043,0.009434663,0.07851583,0.09081826433333333,0.23808023233047465,0.20197945798024985,0.008088873470017277,0.07473662575541416,0.0949349857352271,0.2596794742622013
17.08984,0.1519806,0.01259411,0.07407708,0.07955059666666667,0.19620721441693503,0.17319074543042942,0.01133833826358246,0.07854046297559988,0.08768984888987058,0.22353028808502792
17.57812,0.1234096,0.0174593,0.09046946,0.07711278666666667,0.16766570993269658,0.14162923650613463,0.015456038423683312,0.08462392935524266,0.08056973476168687,0.18713463464165686
18.0664,0.09601002,0.01600464,0.06254009,0.05818491666666667,0.12528569244263627,0.11275729778747672,0.017196745886818385,0.07862990280303014,0.06952798215910842,0.150544461406388
18.55469,0.1059462,0.01715518,0.04308461,0.05539533,0.13164370928275754,0.10370729795841452,0.017028023860752556,0.05423973688291525,0.05832501956736077,0.1319367832246642
