ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  8
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 9.271944E-002, 1.748337E-001, 2.603960E-001
4.882812E-001, 9.247197E-002, 1.747847E-001, 2.604635E-001
4.953834E-001, 9.223405E-002, 1.744804E-001, 2.606035E-001
5.025890E-001, 9.198578E-002, 1.743491E-001, 2.606242E-001
5.098993E-001, 9.169397E-002, 1.745893E-001, 2.606493E-001
5.173159E-001, 9.141443E-002, 1.747344E-001, 2.608699E-001
5.248405E-001, 9.112737E-002, 1.750430E-001, 2.611159E-001
5.324745E-001, 9.081203E-002, 1.752081E-001, 2.612608E-001
5.402195E-001, 9.048575E-002, 1.754290E-001, 2.614529E-001
5.480772E-001, 9.009182E-002, 1.757251E-001, 2.619468E-001
5.560491E-001, 8.965439E-002, 1.760709E-001, 2.625454E-001
5.641370E-001, 8.918630E-002, 1.764194E-001, 2.630430E-001
5.723426E-001, 8.864859E-002, 1.767823E-001, 2.634919E-001
5.806675E-001, 8.821512E-002, 1.771725E-001, 2.641129E-001
5.891135E-001, 8.782764E-002, 1.774232E-001, 2.646330E-001
5.976824E-001, 8.737129E-002, 1.776799E-001, 2.650479E-001
6.063759E-001, 8.684506E-002, 1.778062E-001, 2.653531E-001
6.151958E-001, 8.624806E-002, 1.780397E-001, 2.655439E-001
6.241440E-001, 8.558181E-002, 1.783195E-001, 2.657762E-001
6.332224E-001, 8.487966E-002, 1.785701E-001, 2.660663E-001
6.424329E-001, 8.418079E-002, 1.787439E-001, 2.662411E-001
6.517773E-001, 8.400902E-002, 1.788633E-001, 2.662960E-001
6.612576E-001, 8.396351E-002, 1.790664E-001, 2.662262E-001
6.708758E-001, 8.392356E-002, 1.791350E-001, 2.660268E-001
6.806339E-001, 8.385293E-002, 1.793557E-001, 2.656929E-001
6.905339E-001, 8.378380E-002, 1.794059E-001, 2.652196E-001
7.005780E-001, 8.368617E-002, 1.794447E-001, 2.646018E-001
7.107681E-001, 8.360096E-002, 1.796101E-001, 2.638345E-001
7.211065E-001, 8.352970E-002, 1.795550E-001, 2.632082E-001
