ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  15
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 2.712980E-002, 8.085871E-002, 4.756689E-002
4.882812E-001, 2.732735E-002, 8.082304E-002, 4.828350E-002
4.953834E-001, 2.751025E-002, 8.072411E-002, 4.910439E-002
5.025890E-001, 2.767757E-002, 8.056968E-002, 5.002659E-002
5.098993E-001, 2.792932E-002, 8.050745E-002, 5.104582E-002
5.173159E-001, 2.818647E-002, 8.042119E-002, 5.215635E-002
5.248405E-001, 2.843236E-002, 8.049520E-002, 5.335096E-002
5.324745E-001, 2.867270E-002, 8.050972E-002, 5.462092E-002
5.402195E-001, 2.890377E-002, 8.184776E-002, 5.595597E-002
5.480772E-001, 2.973750E-002, 8.448507E-002, 5.734430E-002
5.560491E-001, 3.131890E-002, 8.724109E-002, 5.877261E-002
5.641370E-001, 3.292961E-002, 9.009474E-002, 6.022614E-002
5.723426E-001, 3.455764E-002, 9.302264E-002, 6.168878E-002
5.806675E-001, 3.618992E-002, 9.599926E-002, 6.314316E-002
5.891135E-001, 3.781231E-002, 9.899715E-002, 6.457086E-002
5.976824E-001, 3.940971E-002, 1.019871E-001, 6.595252E-002
6.063759E-001, 4.096616E-002, 1.049386E-001, 6.726816E-002
6.151958E-001, 4.246501E-002, 1.078201E-001, 6.849740E-002
6.241440E-001, 4.388904E-002, 1.105995E-001, 6.961979E-002
6.332224E-001, 4.522069E-002, 1.132446E-001, 7.061511E-002
6.424329E-001, 4.644224E-002, 1.157235E-001, 7.146382E-002
6.517773E-001, 4.753609E-002, 1.180056E-001, 7.215185E-002
6.612576E-001, 4.848500E-002, 1.200617E-001, 7.269957E-002
6.708758E-001, 4.927238E-002, 1.218651E-001, 7.308516E-002
6.806339E-001, 4.988263E-002, 1.233918E-001, 7.338720E-002
6.905339E-001, 5.030141E-002, 1.246216E-001, 7.377777E-002
7.005780E-001, 5.053880E-002, 1.255387E-001, 7.397528E-002
7.107681E-001, 5.074274E-002, 1.261320E-001, 7.397483E-002
7.211065E-001, 5.127886E-002, 1.263960E-001, 7.391156E-002
7.315952E-001, 5.180914E-002, 1.263313E-001, 7.370240E-002
7.422365E-001, 5.240293E-002, 1.259449E-001, 7.329682E-002
7.530326E-001, 5.294747E-002, 1.252504E-001, 7.273962E-002
7.639857E-001, 5.352790E-002, 1.242686E-001, 7.211360E-002
7.750981E-001, 5.395780E-002, 1.230268E-001, 7.126825E-002
7.863722E-001, 5.424128E-002, 1.215712E-001, 7.025135E-002
7.978103E-001, 5.456536E-002, 1.199972E-001, 6.908146E-002
8.094147E-001, 5.472194E-002, 1.183925E-001, 6.776919E-002
8.211879E-001, 5.468869E-002, 1.166997E-001, 6.631535E-002
8.331323E-001, 5.452672E-002, 1.149365E-001, 6.477072E-002
8.452505E-001, 5.416636E-002, 1.131637E-001, 6.307870E-002
8.575450E-001, 5.367969E-002, 1.114094E-001, 6.259584E-002
8.700182E-001, 5.311670E-002, 1.097222E-001, 6.298640E-002
8.826730E-001, 5.278055E-002, 1.081604E-001, 6.322006E-002
8.955117E-001, 5.229900E-002, 1.067872E-001, 6.323373E-002
9.085372E-001, 5.165374E-002, 1.056869E-001, 6.308170E-002
9.217522E-001, 5.098401E-002, 1.048907E-001, 6.277766E-002
9.351594E-001, 5.024122E-002, 1.044740E-001, 6.279740E-002
9.487616E-001, 4.951244E-002, 1.045063E-001, 6.266248E-002
9.625617E-001, 4.876611E-002, 1.049529E-001, 6.245428E-002
9.765624E-001, 4.795152E-002, 1.057434E-001, 6.244614E-002
9.907669E-001, 4.706296E-002, 1.068471E-001, 6.221995E-002
1.005178E+000, 4.607427E-002, 1.082188E-001, 6.209401E-002
1.019799E+000, 4.502202E-002, 1.097989E-001, 6.182157E-002
1.034632E+000, 4.424215E-002, 1.115148E-001, 6.137895E-002
1.049681E+000, 4.342135E-002, 1.132834E-001, 6.105982E-002
1.064949E+000, 4.254668E-002, 1.150398E-001, 6.137457E-002
1.080439E+000, 4.163390E-002, 1.167479E-001, 6.253640E-002
1.096154E+000, 4.070507E-002, 1.184410E-001, 6.473278E-002
1.112098E+000, 3.978207E-002, 1.200199E-001, 6.685663E-002
1.128274E+000, 3.888788E-002, 1.214055E-001, 6.899620E-002
1.144685E+000, 3.804392E-002, 1.226272E-001, 7.111575E-002
1.161335E+000, 3.726921E-002, 1.236305E-001, 7.296959E-002
1.178227E+000, 3.657971E-002, 1.244482E-001, 7.447719E-002
1.195365E+000, 3.598761E-002, 1.248521E-001, 7.572145E-002
1.212752E+000, 3.550081E-002, 1.248979E-001, 7.676130E-002
1.230392E+000, 3.512242E-002, 1.245045E-001, 7.745814E-002
1.248288E+000, 3.485056E-002, 1.237993E-001, 7.773370E-002
1.266445E+000, 3.467820E-002, 1.228286E-001, 7.763951E-002
1.284866E+000, 3.459338E-002, 1.213267E-001, 7.724800E-002
1.303555E+000, 3.457956E-002, 1.197634E-001, 7.655741E-002
1.322515E+000, 3.461631E-002, 1.181800E-001, 7.540569E-002
1.341752E+000, 3.468015E-002, 1.162987E-001, 7.390035E-002
1.361268E+000, 3.474574E-002, 1.141461E-001, 7.208096E-002
1.381068E+000, 3.478720E-002, 1.117820E-001, 7.001671E-002
1.401156E+000, 3.478227E-002, 1.092306E-001, 6.783014E-002
1.421536E+000, 3.473943E-002, 1.066540E-001, 6.800324E-002
1.442213E+000, 3.480229E-002, 1.042313E-001, 6.823702E-002
1.463190E+000, 3.509206E-002, 1.022686E-001, 6.891079E-002
1.484473E+000, 3.543833E-002, 1.019768E-001, 6.984673E-002
1.506065E+000, 3.578367E-002, 1.029114E-001, 7.069111E-002
1.527971E+000, 3.611683E-002, 1.047790E-001, 7.154320E-002
1.550196E+000, 3.644167E-002, 1.072352E-001, 7.213727E-002
1.572744E+000, 3.675245E-002, 1.100744E-001, 7.235066E-002
1.595621E+000, 3.704832E-002, 1.130814E-001, 7.216654E-002
1.618829E+000, 3.733267E-002, 1.160027E-001, 7.482797E-002
1.642376E+000, 3.760253E-002, 1.190642E-001, 7.880697E-002
1.666265E+000, 3.787718E-002, 1.218832E-001, 8.278812E-002
