ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  7059
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 1.543529E-002, 8.479807E-002, 8.921980E-002
4.882812E-001, 1.552488E-002, 8.505414E-002, 8.958121E-002
4.953834E-001, 1.560312E-002, 8.529320E-002, 8.995458E-002
5.025890E-001, 1.566932E-002, 8.547942E-002, 9.031667E-002
5.098993E-001, 1.572681E-002, 8.565259E-002, 9.062235E-002
5.173159E-001, 1.586683E-002, 8.585837E-002, 9.094347E-002
5.248405E-001, 1.599797E-002, 8.601374E-002, 9.135508E-002
5.324745E-001, 1.611957E-002, 8.612408E-002, 9.171211E-002
5.402195E-001, 1.623098E-002, 8.616787E-002, 9.201199E-002
5.480772E-001, 1.633224E-002, 8.622245E-002, 9.225213E-002
5.560491E-001, 1.642248E-002, 8.630892E-002, 9.243000E-002
5.641370E-001, 1.654501E-002, 8.632782E-002, 9.254307E-002
5.723426E-001, 1.673304E-002, 8.627666E-002, 9.258886E-002
5.806675E-001, 1.691425E-002, 8.646210E-002, 9.256498E-002
5.891135E-001, 1.708806E-002, 8.673473E-002, 9.246907E-002
5.976824E-001, 1.725507E-002, 8.697757E-002, 9.229892E-002
6.063759E-001, 1.741358E-002, 8.723903E-002, 9.207731E-002
6.151958E-001, 1.756454E-002, 8.749132E-002, 9.195598E-002
6.241440E-001, 1.773919E-002, 8.768822E-002, 9.178676E-002
6.332224E-001, 1.794163E-002, 8.783287E-002, 9.160733E-002
6.424329E-001, 1.813705E-002, 8.791993E-002, 9.160934E-002
6.517773E-001, 1.832484E-002, 8.795290E-002, 9.165748E-002
6.612576E-001, 1.852061E-002, 8.807205E-002, 9.171892E-002
6.708758E-001, 1.873621E-002, 8.813700E-002, 9.171727E-002
6.806339E-001, 1.894492E-002, 8.815455E-002, 9.164638E-002
6.905339E-001, 1.914616E-002, 8.826555E-002, 9.152566E-002
7.005780E-001, 1.934881E-002, 8.836679E-002, 9.146734E-002
7.107681E-001, 1.973057E-002, 8.848270E-002, 9.149251E-002
7.211065E-001, 2.032051E-002, 8.853979E-002, 9.157291E-002
7.315952E-001, 2.084840E-002, 8.861356E-002, 9.167453E-002
7.422365E-001, 2.143468E-002, 8.871704E-002, 9.171087E-002
7.530326E-001, 2.202008E-002, 8.875475E-002, 9.168430E-002
7.639857E-001, 2.254971E-002, 8.872554E-002, 9.158662E-002
7.750981E-001, 2.299319E-002, 8.866838E-002, 9.142692E-002
7.863722E-001, 2.334276E-002, 8.864800E-002, 9.137426E-002
7.978103E-001, 2.363926E-002, 8.855570E-002, 9.141331E-002
8.094147E-001, 2.386121E-002, 8.850256E-002, 9.139229E-002
8.211879E-001, 2.397566E-002, 8.840951E-002, 9.130071E-002
8.331323E-001, 2.423495E-002, 8.829491E-002, 9.122455E-002
8.452505E-001, 2.453193E-002, 8.813576E-002, 9.109087E-002
8.575450E-001, 2.472841E-002, 8.801671E-002, 9.118056E-002
8.700182E-001, 2.488051E-002, 8.804327E-002, 9.124247E-002
8.826730E-001, 2.497347E-002, 8.801913E-002, 9.128173E-002
8.955117E-001, 2.495448E-002, 8.793653E-002, 9.132352E-002
9.085372E-001, 2.485738E-002, 8.781110E-002, 9.130847E-002
9.217522E-001, 2.471666E-002, 8.767493E-002, 9.122525E-002
9.351594E-001, 2.448409E-002, 8.762461E-002, 9.112199E-002
9.487616E-001, 2.430777E-002, 8.762885E-002, 9.115262E-002
9.625617E-001, 2.402528E-002, 8.756975E-002, 9.121265E-002
9.765624E-001, 2.406101E-002, 8.744399E-002, 9.131566E-002
9.907669E-001, 2.454836E-002, 8.733335E-002, 9.143468E-002
1.005178E+000, 2.489300E-002, 8.720680E-002, 9.149808E-002
