ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  1235
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 1.378494E-001, 1.227298E-001, 1.136680E+000
4.882812E-001, 1.380425E-001, 1.231437E-001, 1.126628E+000
4.953834E-001, 1.383162E-001, 1.237536E-001, 1.116620E+000
5.025890E-001, 1.386424E-001, 1.243541E-001, 1.106719E+000
5.098993E-001, 1.388780E-001, 1.249643E-001, 1.097010E+000
5.173159E-001, 1.390352E-001, 1.255388E-001, 1.087489E+000
5.248405E-001, 1.391493E-001, 1.260644E-001, 1.078214E+000
5.324745E-001, 1.392291E-001, 1.265146E-001, 1.069309E+000
5.402195E-001, 1.392774E-001, 1.269711E-001, 1.060809E+000
5.480772E-001, 1.392585E-001, 1.274606E-001, 1.052761E+000
5.560491E-001, 1.392692E-001, 1.279412E-001, 1.045216E+000
5.641370E-001, 1.391978E-001, 1.283945E-001, 1.038224E+000
5.723426E-001, 1.390608E-001, 1.288242E-001, 1.031827E+000
5.806675E-001, 1.390014E-001, 1.292052E-001, 1.026065E+000
5.891135E-001, 1.390988E-001, 1.295741E-001, 1.020973E+000
5.976824E-001, 1.392192E-001, 1.299621E-001, 1.016579E+000
6.063759E-001, 1.394021E-001, 1.303053E-001, 1.012904E+000
6.151958E-001, 1.395706E-001, 1.305954E-001, 1.009965E+000
6.241440E-001, 1.397167E-001, 1.308560E-001, 1.007769E+000
6.332224E-001, 1.398778E-001, 1.310360E-001, 1.006318E+000
6.424329E-001, 1.400035E-001, 1.311226E-001, 1.005605E+000
6.517773E-001, 1.400622E-001, 1.311962E-001, 1.005616E+000
6.612576E-001, 1.401138E-001, 1.314165E-001, 1.006327E+000
6.708758E-001, 1.401363E-001, 1.315753E-001, 1.007709E+000
6.806339E-001, 1.401445E-001, 1.316993E-001, 1.009724E+000
