ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  2758
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 4.004702E-002, 2.432366E-002, 6.719843E-002
4.882812E-001, 3.997317E-002, 2.460569E-002, 6.853545E-002
4.953834E-001, 3.990395E-002, 2.491221E-002, 6.991228E-002
5.025890E-001, 3.981642E-002, 2.524174E-002, 7.133644E-002
5.098993E-001, 3.971110E-002, 2.559236E-002, 7.281574E-002
5.173159E-001, 3.958860E-002, 2.596168E-002, 7.438010E-002
5.248405E-001, 3.944967E-002, 2.634691E-002, 7.604997E-002
5.324745E-001, 3.929515E-002, 2.674475E-002, 7.780313E-002
5.402195E-001, 3.912600E-002, 2.715144E-002, 7.964801E-002
5.480772E-001, 3.894332E-002, 2.756278E-002, 8.159272E-002
5.560491E-001, 3.874830E-002, 2.797410E-002, 8.364479E-002
5.641370E-001, 3.854228E-002, 2.838029E-002, 8.581097E-002
5.723426E-001, 3.832671E-002, 2.877585E-002, 8.809693E-002
5.806675E-001, 3.810315E-002, 2.915492E-002, 9.058339E-002
5.891135E-001, 3.787328E-002, 2.951135E-002, 9.322055E-002
5.976824E-001, 3.763890E-002, 2.983872E-002, 9.600069E-002
6.063759E-001, 3.740188E-002, 3.013046E-002, 9.892458E-002
6.151958E-001, 3.716421E-002, 3.040585E-002, 1.019904E-001
6.241440E-001, 3.692796E-002, 3.070058E-002, 1.051946E-001
6.332224E-001, 3.669525E-002, 3.094799E-002, 1.085354E-001
6.424329E-001, 3.646827E-002, 3.114136E-002, 1.119949E-001
6.517773E-001, 3.624925E-002, 3.127421E-002, 1.155571E-001
6.612576E-001, 3.604043E-002, 3.134040E-002, 1.192012E-001
6.708758E-001, 3.584405E-002, 3.135078E-002, 1.229069E-001
6.806339E-001, 3.566231E-002, 3.139698E-002, 1.266488E-001
6.905339E-001, 3.549739E-002, 3.165019E-002, 1.304867E-001
7.005780E-001, 3.535135E-002, 3.184310E-002, 1.342943E-001
7.107681E-001, 3.522617E-002, 3.197461E-002, 1.380275E-001
7.211065E-001, 3.512366E-002, 3.222390E-002, 1.416408E-001
7.315952E-001, 3.504548E-002, 3.248657E-002, 1.451061E-001
7.422365E-001, 3.499305E-002, 3.267555E-002, 1.483243E-001
7.530326E-001, 3.496755E-002, 3.278438E-002, 1.517563E-001
7.639857E-001, 3.496986E-002, 3.280726E-002, 1.552335E-001
7.750981E-001, 3.500054E-002, 3.273929E-002, 1.586099E-001
7.863722E-001, 3.505980E-002, 3.257659E-002, 1.626160E-001
7.978103E-001, 3.514741E-002, 3.231649E-002, 1.719505E-001
8.094147E-001, 3.526271E-002, 3.195769E-002, 1.815475E-001
8.211879E-001, 3.540459E-002, 3.168079E-002, 1.913516E-001
8.331323E-001, 3.557140E-002, 3.133128E-002, 2.012975E-001
8.452505E-001, 3.576096E-002, 3.087969E-002, 2.113723E-001
8.575450E-001, 3.597055E-002, 3.060108E-002, 2.217780E-001
8.700182E-001, 3.619685E-002, 3.149133E-002, 2.323392E-001
8.826730E-001, 3.643597E-002, 3.234494E-002, 2.430230E-001
8.955117E-001, 3.676179E-002, 3.315333E-002, 2.537093E-001
9.085372E-001, 3.711744E-002, 3.390804E-002, 2.648450E-001
9.217522E-001, 3.748947E-002, 3.460094E-002, 2.759420E-001
9.351594E-001, 3.798437E-002, 3.522436E-002, 2.866971E-001
9.487616E-001, 3.853301E-002, 3.577128E-002, 2.973840E-001
9.625617E-001, 3.911923E-002, 3.623556E-002, 3.074394E-001
9.765624E-001, 3.974032E-002, 3.661214E-002, 3.175648E-001
9.907669E-001, 4.039298E-002, 3.690224E-002, 3.269821E-001
1.005178E+000, 4.107326E-002, 3.709985E-002, 3.358007E-001
1.019799E+000, 4.177661E-002, 3.759326E-002, 3.441586E-001
1.034632E+000, 4.249786E-002, 3.808422E-002, 3.516052E-001
1.049681E+000, 4.323123E-002, 3.848616E-002, 3.578560E-001
1.064949E+000, 4.397037E-002, 3.879623E-002, 3.642007E-001
1.080439E+000, 4.470840E-002, 3.901330E-002, 3.690274E-001
1.096154E+000, 4.543798E-002, 3.913817E-002, 3.723491E-001
1.112098E+000, 4.615378E-002, 3.917380E-002, 3.746653E-001
1.128274E+000, 4.687604E-002, 3.912548E-002, 3.758386E-001
1.144685E+000, 4.765954E-002, 3.900094E-002, 3.760032E-001
1.161335E+000, 4.842159E-002, 3.881055E-002, 3.750145E-001
1.178227E+000, 4.915039E-002, 3.856729E-002, 3.728400E-001
1.195365E+000, 4.983759E-002, 3.828682E-002, 3.697597E-001
1.212752E+000, 5.047495E-002, 3.798737E-002, 3.703691E-001
1.230392E+000, 5.105444E-002, 3.768962E-002, 3.759429E-001
1.248288E+000, 5.156846E-002, 3.741650E-002, 3.806849E-001
1.266445E+000, 5.201346E-002, 3.719281E-002, 3.847140E-001
1.284866E+000, 5.244172E-002, 3.704485E-002, 3.883743E-001
1.303555E+000, 5.279285E-002, 3.699987E-002, 3.919942E-001
1.322515E+000, 5.305887E-002, 3.708548E-002, 3.946769E-001
1.341752E+000, 5.325419E-002, 3.745065E-002, 3.963224E-001
1.361268E+000, 5.350897E-002, 3.805618E-002, 3.968868E-001
1.381068E+000, 5.410764E-002, 3.887942E-002, 3.963340E-001
1.401156E+000, 5.467748E-002, 3.993645E-002, 3.947887E-001
1.421536E+000, 5.518519E-002, 4.123836E-002, 3.924753E-001
1.442213E+000, 5.562296E-002, 4.279030E-002, 3.975012E-001
