ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  512
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 9.944326E-002, 1.491271E-001, 9.799126E-002
4.882812E-001, 9.941904E-002, 1.494231E-001, 9.858148E-002
4.953834E-001, 9.937472E-002, 1.496314E-001, 9.913941E-002
5.025890E-001, 9.943328E-002, 1.498558E-001, 9.966513E-002
5.098993E-001, 9.942734E-002, 1.504472E-001, 1.001589E-001
5.173159E-001, 9.935556E-002, 1.509707E-001, 1.006213E-001
5.248405E-001, 9.921678E-002, 1.514252E-001, 1.010530E-001
5.324745E-001, 9.901003E-002, 1.518029E-001, 1.014551E-001
5.402195E-001, 9.873452E-002, 1.521053E-001, 1.018288E-001
5.480772E-001, 9.839202E-002, 1.523286E-001, 1.021756E-001
5.560491E-001, 9.800595E-002, 1.524738E-001, 1.024975E-001
5.641370E-001, 9.759395E-002, 1.525672E-001, 1.027966E-001
5.723426E-001, 9.729503E-002, 1.525769E-001, 1.030753E-001
5.806675E-001, 9.693336E-002, 1.525029E-001, 1.033365E-001
5.891135E-001, 9.650428E-002, 1.523490E-001, 1.035833E-001
5.976824E-001, 9.611510E-002, 1.521153E-001, 1.038193E-001
6.063759E-001, 9.592582E-002, 1.517997E-001, 1.040484E-001
6.151958E-001, 9.567196E-002, 1.514036E-001, 1.042746E-001
6.241440E-001, 9.535318E-002, 1.509288E-001, 1.080780E-001
6.332224E-001, 9.496940E-002, 1.503776E-001, 1.118633E-001
6.424329E-001, 9.452080E-002, 1.497603E-001, 1.155372E-001
6.517773E-001, 9.400787E-002, 1.494285E-001, 1.190695E-001
6.612576E-001, 9.343141E-002, 1.490268E-001, 1.224299E-001
6.708758E-001, 9.279258E-002, 1.485578E-001, 1.255892E-001
6.806339E-001, 9.209286E-002, 1.480247E-001, 1.285188E-001
6.905339E-001, 9.133415E-002, 1.474311E-001, 1.311911E-001
7.005780E-001, 9.051874E-002, 1.467810E-001, 1.335802E-001
7.107681E-001, 8.965226E-002, 1.460789E-001, 1.356614E-001
7.211065E-001, 8.873477E-002, 1.453299E-001, 1.374119E-001
7.315952E-001, 8.776975E-002, 1.445393E-001, 1.388105E-001
7.422365E-001, 8.676124E-002, 1.437131E-001, 1.398374E-001
7.530326E-001, 8.571378E-002, 1.428575E-001, 1.404747E-001
7.639857E-001, 8.463237E-002, 1.419792E-001, 1.407057E-001
7.750981E-001, 8.352252E-002, 1.410853E-001, 1.410240E-001
7.863722E-001, 8.239026E-002, 1.401832E-001, 1.448498E-001
7.978103E-001, 8.124211E-002, 1.392805E-001, 1.485017E-001
8.094147E-001, 8.008508E-002, 1.383852E-001, 1.519707E-001
8.211879E-001, 7.892670E-002, 1.375052E-001, 1.552520E-001
8.331323E-001, 7.777495E-002, 1.366488E-001, 1.583096E-001
8.452505E-001, 7.663827E-002, 1.358240E-001, 1.611226E-001
8.575450E-001, 7.552555E-002, 1.350392E-001, 1.637609E-001
8.700182E-001, 7.499281E-002, 1.343020E-001, 1.664341E-001
8.826730E-001, 7.473394E-002, 1.336203E-001, 1.693293E-001
8.955117E-001, 7.446960E-002, 1.330013E-001, 1.719380E-001
9.085372E-001, 7.459772E-002, 1.324519E-001, 1.742191E-001
9.217522E-001, 7.496815E-002, 1.319782E-001, 1.763002E-001
9.351594E-001, 7.529690E-002, 1.315857E-001, 1.779935E-001
9.487616E-001, 7.558052E-002, 1.312791E-001, 1.793971E-001
9.625617E-001, 7.585812E-002, 1.310619E-001, 1.804243E-001
9.765624E-001, 7.611379E-002, 1.309367E-001, 1.809469E-001
9.907669E-001, 7.635035E-002, 1.309046E-001, 1.811464E-001
1.005178E+000, 7.666358E-002, 1.311598E-001, 1.898438E-001
1.019799E+000, 7.695590E-002, 1.320376E-001, 1.987603E-001
1.034632E+000, 7.720767E-002, 1.328576E-001, 2.077538E-001
1.049681E+000, 7.748366E-002, 1.334120E-001, 2.167391E-001
