ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  7044
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 2.438588E-002, 1.312787E-001, 1.028222E-001
4.882812E-001, 2.489064E-002, 1.319091E-001, 1.029783E-001
4.953834E-001, 2.540741E-002, 1.327683E-001, 1.030995E-001
5.025890E-001, 2.593555E-002, 1.337506E-001, 1.031863E-001
5.098993E-001, 2.647495E-002, 1.347008E-001, 1.032393E-001
5.173159E-001, 2.702486E-002, 1.355883E-001, 1.032593E-001
5.248405E-001, 2.758382E-002, 1.364093E-001, 1.032469E-001
5.324745E-001, 2.815080E-002, 1.371601E-001, 1.032032E-001
5.402195E-001, 2.872461E-002, 1.378416E-001, 1.031290E-001
5.480772E-001, 2.930398E-002, 1.384493E-001, 1.030253E-001
5.560491E-001, 2.988748E-002, 1.390186E-001, 1.028931E-001
5.641370E-001, 3.047356E-002, 1.399712E-001, 1.027335E-001
5.723426E-001, 3.106053E-002, 1.408587E-001, 1.025474E-001
5.806675E-001, 3.164653E-002, 1.417297E-001, 1.023358E-001
5.891135E-001, 3.222960E-002, 1.425572E-001, 1.020997E-001
5.976824E-001, 3.280913E-002, 1.433177E-001, 1.026302E-001
6.063759E-001, 3.338181E-002, 1.440064E-001, 1.036548E-001
6.151958E-001, 3.394487E-002, 1.446161E-001, 1.046966E-001
6.241440E-001, 3.449571E-002, 1.451662E-001, 1.057579E-001
6.332224E-001, 3.503159E-002, 1.459990E-001, 1.068416E-001
6.424329E-001, 3.554961E-002, 1.467667E-001, 1.079505E-001
6.517773E-001, 3.604675E-002, 1.474584E-001, 1.090876E-001
6.612576E-001, 3.651983E-002, 1.481183E-001, 1.102559E-001
6.708758E-001, 3.696558E-002, 1.486976E-001, 1.114586E-001
6.806339E-001, 3.738112E-002, 1.492168E-001, 1.126991E-001
6.905339E-001, 3.776563E-002, 1.496550E-001, 1.139805E-001
7.005780E-001, 3.811273E-002, 1.500069E-001, 1.153064E-001
7.107681E-001, 3.842816E-002, 1.502747E-001, 1.166800E-001
7.211065E-001, 3.870662E-002, 1.504585E-001, 1.181048E-001
7.315952E-001, 3.897590E-002, 1.505663E-001, 1.195840E-001
7.422365E-001, 3.927062E-002, 1.505856E-001, 1.211207E-001
7.530326E-001, 3.952106E-002, 1.505083E-001, 1.227180E-001
7.639857E-001, 3.980181E-002, 1.503312E-001, 1.243788E-001
7.750981E-001, 4.007165E-002, 1.500717E-001, 1.261057E-001
7.863722E-001, 4.029206E-002, 1.497181E-001, 1.279009E-001
7.978103E-001, 4.046072E-002, 1.492537E-001, 1.297665E-001
8.094147E-001, 4.061413E-002, 1.486768E-001, 1.317039E-001
8.211879E-001, 4.071769E-002, 1.484310E-001, 1.337144E-001
8.331323E-001, 4.076359E-002, 1.482276E-001, 1.357984E-001
8.452505E-001, 4.075222E-002, 1.479705E-001, 1.379559E-001
8.575450E-001, 4.068685E-002, 1.476178E-001, 1.401863E-001
8.700182E-001, 4.056570E-002, 1.471571E-001, 1.424882E-001
8.826730E-001, 4.039165E-002, 1.465872E-001, 1.448595E-001
8.955117E-001, 4.016891E-002, 1.459067E-001, 1.472971E-001
9.085372E-001, 3.991563E-002, 1.457044E-001, 1.497974E-001
9.217522E-001, 3.967760E-002, 1.456457E-001, 1.523557E-001
9.351594E-001, 3.940671E-002, 1.454884E-001, 1.549662E-001
9.487616E-001, 3.911249E-002, 1.452306E-001, 1.576225E-001
9.625617E-001, 3.880615E-002, 1.448705E-001, 1.603171E-001
9.765624E-001, 3.850055E-002, 1.444067E-001, 1.630415E-001
9.907669E-001, 3.821010E-002, 1.438483E-001, 1.657865E-001
1.005178E+000, 3.795057E-002, 1.432003E-001, 1.685418E-001
1.019799E+000, 3.773882E-002, 1.424698E-001, 1.712965E-001
1.034632E+000, 3.759243E-002, 1.416335E-001, 1.740390E-001
1.049681E+000, 3.752925E-002, 1.407031E-001, 1.767572E-001
1.064949E+000, 3.756683E-002, 1.396675E-001, 1.794384E-001
1.080439E+000, 3.772178E-002, 1.386839E-001, 1.820699E-001
1.096154E+000, 3.800898E-002, 1.378241E-001, 1.847567E-001
1.112098E+000, 3.844083E-002, 1.368625E-001, 1.873938E-001
1.128274E+000, 3.902628E-002, 1.358046E-001, 1.899539E-001
1.144685E+000, 3.976995E-002, 1.347338E-001, 1.924252E-001
1.161335E+000, 4.067125E-002, 1.336522E-001, 1.947969E-001
1.178227E+000, 4.172348E-002, 1.324705E-001, 1.970596E-001
1.195365E+000, 4.291307E-002, 1.311859E-001, 1.992055E-001
1.212752E+000, 4.421899E-002, 1.298055E-001, 2.012290E-001
1.230392E+000, 4.565083E-002, 1.284665E-001, 2.031366E-001
