ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  2
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 3.400309E-002, 5.460319E-002, 3.261535E-002
4.882812E-001, 3.363220E-002, 5.470404E-002, 3.251810E-002
4.953834E-001, 3.324472E-002, 5.492864E-002, 3.239772E-002
5.025890E-001, 3.284267E-002, 5.525644E-002, 3.225375E-002
5.098993E-001, 3.242829E-002, 5.568160E-002, 3.208576E-002
5.173159E-001, 3.200412E-002, 5.619925E-002, 3.189336E-002
5.248405E-001, 3.157292E-002, 5.680863E-002, 3.167623E-002
5.324745E-001, 3.113775E-002, 5.750678E-002, 3.143411E-002
5.402195E-001, 3.070192E-002, 5.828895E-002, 3.116680E-002
5.480772E-001, 3.026903E-002, 5.915008E-002, 3.116549E-002
5.560491E-001, 3.014326E-002, 6.008431E-002, 3.132711E-002
5.641370E-001, 3.045079E-002, 6.108438E-002, 3.148155E-002
5.723426E-001, 3.088937E-002, 6.214130E-002, 3.162264E-002
5.806675E-001, 3.134192E-002, 6.324568E-002, 3.179148E-002
5.891135E-001, 3.179117E-002, 6.438725E-002, 3.197663E-002
5.976824E-001, 3.224777E-002, 6.555530E-002, 3.215179E-002
6.063759E-001, 3.270354E-002, 6.673875E-002, 3.232182E-002
6.151958E-001, 3.319516E-002, 6.792488E-002, 3.299138E-002
6.241440E-001, 3.368621E-002, 6.910127E-002, 3.387817E-002
6.332224E-001, 3.417413E-002, 7.025708E-002, 3.473024E-002
6.424329E-001, 3.465819E-002, 7.137993E-002, 3.553645E-002
6.517773E-001, 3.513758E-002, 7.245699E-002, 3.628565E-002
6.612576E-001, 3.561146E-002, 7.349636E-002, 3.697807E-002
6.708758E-001, 3.607896E-002, 7.448010E-002, 3.759330E-002
6.806339E-001, 3.654596E-002, 7.542128E-002, 3.812135E-002
6.905339E-001, 3.700763E-002, 7.631918E-002, 3.860031E-002
