ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  7054
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 2.449566E-001, 1.435980E-001, 1.222078E-001
4.882812E-001, 2.452727E-001, 1.456292E-001, 1.258650E-001
4.953834E-001, 2.457600E-001, 1.476101E-001, 1.297078E-001
5.025890E-001, 2.464046E-001, 1.495616E-001, 1.337399E-001
5.098993E-001, 2.472010E-001, 1.515106E-001, 1.379644E-001
5.173159E-001, 2.481591E-001, 1.533720E-001, 1.423835E-001
5.248405E-001, 2.492810E-001, 1.552755E-001, 1.469992E-001
5.324745E-001, 2.505664E-001, 1.570804E-001, 1.518124E-001
5.402195E-001, 2.520637E-001, 1.587641E-001, 1.568234E-001
5.480772E-001, 2.537429E-001, 1.604203E-001, 1.620315E-001
5.560491E-001, 2.555975E-001, 1.621002E-001, 1.674356E-001
5.641370E-001, 2.576152E-001, 1.637814E-001, 1.730333E-001
5.723426E-001, 2.597874E-001, 1.653749E-001, 1.788218E-001
5.806675E-001, 2.620936E-001, 1.669357E-001, 1.847971E-001
5.891135E-001, 2.645406E-001, 1.684843E-001, 1.909546E-001
5.976824E-001, 2.671066E-001, 1.700763E-001, 1.972890E-001
6.063759E-001, 2.698201E-001, 1.715806E-001, 2.037940E-001
6.151958E-001, 2.726514E-001, 1.730196E-001, 2.104628E-001
6.241440E-001, 2.756830E-001, 1.743415E-001, 2.172879E-001
6.332224E-001, 2.793441E-001, 1.756019E-001, 2.242612E-001
6.424329E-001, 2.831880E-001, 1.768664E-001, 2.313743E-001
6.517773E-001, 2.870987E-001, 1.780339E-001, 2.386181E-001
6.612576E-001, 2.910779E-001, 1.791067E-001, 2.459835E-001
6.708758E-001, 2.951860E-001, 1.802016E-001, 2.534610E-001
6.806339E-001, 2.995044E-001, 1.814184E-001, 2.610411E-001
6.905339E-001, 3.037845E-001, 1.825560E-001, 2.687142E-001
7.005780E-001, 3.080893E-001, 1.836594E-001, 2.764709E-001
7.107681E-001, 3.124817E-001, 1.848298E-001, 2.843018E-001
7.211065E-001, 3.168809E-001, 1.859686E-001, 2.921980E-001
7.315952E-001, 3.214938E-001, 1.870170E-001, 3.001507E-001
7.422365E-001, 3.261055E-001, 1.879115E-001, 3.081514E-001
7.530326E-001, 3.308111E-001, 1.889053E-001, 3.161921E-001
7.639857E-001, 3.353869E-001, 1.899914E-001, 3.242649E-001
7.750981E-001, 3.396986E-001, 1.911859E-001, 3.323624E-001
7.863722E-001, 3.439645E-001, 1.922911E-001, 3.404773E-001
7.978103E-001, 3.481744E-001, 1.935066E-001, 3.486024E-001
8.094147E-001, 3.521092E-001, 1.946155E-001, 3.567305E-001
8.211879E-001, 3.556985E-001, 1.955893E-001, 3.648541E-001
8.331323E-001, 3.591568E-001, 1.965758E-001, 3.729654E-001
