ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  7058
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 5.299357E-002, 7.778359E-002, 7.673059E-002
4.882812E-001, 5.282263E-002, 7.816623E-002, 7.667924E-002
4.953834E-001, 5.262735E-002, 7.855026E-002, 7.663228E-002
5.025890E-001, 5.242343E-002, 7.891628E-002, 7.656733E-002
5.098993E-001, 5.217532E-002, 7.924061E-002, 7.647755E-002
5.173159E-001, 5.188688E-002, 7.954923E-002, 7.635657E-002
5.248405E-001, 5.155094E-002, 7.987545E-002, 7.620523E-002
5.324745E-001, 5.116643E-002, 8.018924E-002, 7.602453E-002
5.402195E-001, 5.074140E-002, 8.051635E-002, 7.581563E-002
5.480772E-001, 5.029361E-002, 8.089755E-002, 7.557983E-002
5.560491E-001, 4.979806E-002, 8.127811E-002, 7.531860E-002
5.641370E-001, 4.927707E-002, 8.167129E-002, 7.503354E-002
5.723426E-001, 4.884011E-002, 8.202690E-002, 7.472641E-002
5.806675E-001, 4.857501E-002, 8.235162E-002, 7.439910E-002
5.891135E-001, 4.826013E-002, 8.264565E-002, 7.405845E-002
5.976824E-001, 4.789410E-002, 8.289050E-002, 7.373963E-002
6.063759E-001, 4.770315E-002, 8.308566E-002, 7.341829E-002
6.151958E-001, 4.761948E-002, 8.322612E-002, 7.311419E-002
6.241440E-001, 4.766640E-002, 8.346859E-002, 7.280004E-002
6.332224E-001, 4.776007E-002, 8.377219E-002, 7.247730E-002
6.424329E-001, 4.789203E-002, 8.406353E-002, 7.214833E-002
6.517773E-001, 4.819597E-002, 8.440533E-002, 7.181558E-002
6.612576E-001, 4.862587E-002, 8.469566E-002, 7.148146E-002
6.708758E-001, 4.903756E-002, 8.492985E-002, 7.115141E-002
6.806339E-001, 4.942548E-002, 8.512817E-002, 7.083771E-002
6.905339E-001, 4.978794E-002, 8.531633E-002, 7.052925E-002
7.005780E-001, 5.012321E-002, 8.553128E-002, 7.022825E-002
7.107681E-001, 5.047549E-002, 8.572638E-002, 6.993677E-002
7.211065E-001, 5.086106E-002, 8.589911E-002, 6.966829E-002
7.315952E-001, 5.122009E-002, 8.607737E-002, 6.944655E-002
7.422365E-001, 5.160489E-002, 8.621249E-002, 6.923915E-002
7.530326E-001, 5.197110E-002, 8.635200E-002, 6.904760E-002
7.639857E-001, 5.231101E-002, 8.656348E-002, 6.887311E-002
7.750981E-001, 5.262808E-002, 8.679438E-002, 6.874564E-002
7.863722E-001, 5.293135E-002, 8.709550E-002, 6.867737E-002
7.978103E-001, 5.332345E-002, 8.735149E-002, 6.863271E-002
8.094147E-001, 5.368704E-002, 8.758661E-002, 6.874779E-002
8.211879E-001, 5.402599E-002, 8.780382E-002, 6.889222E-002
8.331323E-001, 5.436878E-002, 8.799140E-002, 6.906787E-002
8.452505E-001, 5.472655E-002, 8.813798E-002, 6.927628E-002
8.575450E-001, 5.509530E-002, 8.836477E-002, 6.951865E-002
8.700182E-001, 5.543689E-002, 8.858167E-002, 6.979575E-002
8.826730E-001, 5.576318E-002, 8.882797E-002, 7.010790E-002
8.955117E-001, 5.605817E-002, 8.908392E-002, 7.045487E-002
9.085372E-001, 5.633222E-002, 8.935732E-002, 7.083589E-002
9.217522E-001, 5.659397E-002, 8.962313E-002, 7.124954E-002
9.351594E-001, 5.699103E-002, 8.982730E-002, 7.169374E-002
9.487616E-001, 5.742394E-002, 9.003560E-002, 7.216577E-002
9.625617E-001, 5.782997E-002, 9.025267E-002, 7.266486E-002
9.765624E-001, 5.827602E-002, 9.052283E-002, 7.502094E-002
9.907669E-001, 5.870636E-002, 9.079762E-002, 7.794138E-002
