ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  7
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 5.928553E-002, 1.562118E-001, 4.365749E-002
4.882812E-001, 5.959069E-002, 1.564173E-001, 4.374567E-002
4.953834E-001, 5.988699E-002, 1.566961E-001, 4.387461E-002
5.025890E-001, 6.019508E-002, 1.568990E-001, 4.397517E-002
5.098993E-001, 6.050557E-002, 1.572010E-001, 4.404629E-002
5.173159E-001, 6.077660E-002, 1.574064E-001, 4.415646E-002
5.248405E-001, 6.100609E-002, 1.576391E-001, 4.439198E-002
5.324745E-001, 6.119191E-002, 1.579033E-001, 4.460357E-002
5.402195E-001, 6.133195E-002, 1.580684E-001, 4.479010E-002
5.480772E-001, 6.142409E-002, 1.582562E-001, 4.495049E-002
5.560491E-001, 6.146622E-002, 1.583518E-001, 4.508366E-002
5.641370E-001, 6.156602E-002, 1.586272E-001, 4.518854E-002
5.723426E-001, 6.172347E-002, 1.589860E-001, 4.526413E-002
5.806675E-001, 6.187187E-002, 1.592737E-001, 4.530944E-002
5.891135E-001, 6.204215E-002, 1.594772E-001, 4.532351E-002
5.976824E-001, 6.219338E-002, 1.596043E-001, 4.530548E-002
6.063759E-001, 6.237711E-002, 1.596930E-001, 4.525451E-002
6.151958E-001, 6.256128E-002, 1.597872E-001, 4.516986E-002
6.241440E-001, 6.272452E-002, 1.598472E-001, 4.505085E-002
6.332224E-001, 6.292791E-002, 1.598400E-001, 4.489689E-002
6.424329E-001, 6.313767E-002, 1.598899E-001, 4.470751E-002
6.517773E-001, 6.386319E-002, 1.599799E-001, 4.448233E-002
6.612576E-001, 6.620459E-002, 1.600230E-001, 4.422111E-002
6.708758E-001, 6.832426E-002, 1.601898E-001, 4.392372E-002
6.806339E-001, 7.019436E-002, 1.602904E-001, 4.359021E-002
6.905339E-001, 7.178942E-002, 1.603580E-001, 4.322075E-002
7.005780E-001, 7.308710E-002, 1.604369E-001, 4.281571E-002
7.107681E-001, 7.406870E-002, 1.605497E-001, 4.237562E-002
7.211065E-001, 7.471988E-002, 1.607276E-001, 4.190121E-002
7.315952E-001, 7.503118E-002, 1.610193E-001, 4.139343E-002
7.422365E-001, 7.499859E-002, 1.614194E-001, 4.120964E-002
7.530326E-001, 7.462400E-002, 1.618173E-001, 4.099390E-002
7.639857E-001, 7.401954E-002, 1.621741E-001, 4.074228E-002
7.750981E-001, 7.352833E-002, 1.624381E-001, 4.045447E-002
7.863722E-001, 7.315333E-002, 1.627007E-001, 4.013029E-002
7.978103E-001, 7.255417E-002, 1.630516E-001, 3.976968E-002
8.094147E-001, 7.180090E-002, 1.632976E-001, 3.953870E-002
8.211879E-001, 7.084681E-002, 1.634394E-001, 3.932478E-002
8.331323E-001, 6.979512E-002, 1.636840E-001, 3.910649E-002
8.452505E-001, 6.861255E-002, 1.640951E-001, 3.907035E-002
8.575450E-001, 6.729478E-002, 1.644817E-001, 3.900889E-002
8.700182E-001, 6.692424E-002, 1.647784E-001, 3.891369E-002
