ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  7056
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 5.930186E-002, 9.455805E-002, 6.024430E-002
4.882812E-001, 5.987007E-002, 9.445874E-002, 6.056058E-002
4.953834E-001, 6.043212E-002, 9.440406E-002, 6.084432E-002
5.025890E-001, 6.100202E-002, 9.434234E-002, 6.109377E-002
5.098993E-001, 6.154745E-002, 9.422243E-002, 6.130718E-002
5.173159E-001, 6.206716E-002, 9.405250E-002, 6.148279E-002
5.248405E-001, 6.267227E-002, 9.382770E-002, 6.161880E-002
5.324745E-001, 6.325951E-002, 9.362209E-002, 6.171345E-002
5.402195E-001, 6.381966E-002, 9.338614E-002, 6.176495E-002
5.480772E-001, 6.435395E-002, 9.313335E-002, 6.177154E-002
5.560491E-001, 6.488720E-002, 9.282605E-002, 6.173149E-002
5.641370E-001, 6.547444E-002, 9.245607E-002, 6.164308E-002
5.723426E-001, 6.603283E-002, 9.200825E-002, 6.150463E-002
5.806675E-001, 6.655987E-002, 9.152623E-002, 6.131452E-002
5.891135E-001, 6.705501E-002, 9.108404E-002, 6.109836E-002
5.976824E-001, 6.753880E-002, 9.064092E-002, 6.095733E-002
6.063759E-001, 6.801482E-002, 9.011924E-002, 6.078821E-002
6.151958E-001, 6.849147E-002, 8.975878E-002, 6.067451E-002
6.241440E-001, 6.895569E-002, 8.944093E-002, 6.051223E-002
6.332224E-001, 6.940304E-002, 8.922195E-002, 6.039229E-002
6.424329E-001, 6.984933E-002, 8.904728E-002, 6.036694E-002
6.517773E-001, 7.043470E-002, 8.883996E-002, 6.039446E-002
6.612576E-001, 7.101630E-002, 8.857358E-002, 6.084994E-002
6.708758E-001, 7.156615E-002, 8.830398E-002, 6.134428E-002
6.806339E-001, 7.214176E-002, 8.807225E-002, 6.182967E-002
6.905339E-001, 7.273748E-002, 8.796304E-002, 6.232985E-002
7.005780E-001, 7.329782E-002, 8.788960E-002, 6.280524E-002
7.107681E-001, 7.382947E-002, 8.787667E-002, 6.325416E-002
7.211065E-001, 7.440499E-002, 8.784894E-002, 6.367496E-002
7.315952E-001, 7.508764E-002, 8.775286E-002, 6.412181E-002
7.422365E-001, 7.581585E-002, 8.776833E-002, 6.460339E-002
7.530326E-001, 7.651374E-002, 8.781178E-002, 6.505781E-002
7.639857E-001, 7.717889E-002, 8.779312E-002, 6.548340E-002
7.750981E-001, 7.780882E-002, 8.777619E-002, 6.587844E-002
7.863722E-001, 7.840095E-002, 8.775764E-002, 6.624120E-002
7.978103E-001, 7.895266E-002, 8.783008E-002, 6.656992E-002
8.094147E-001, 7.946121E-002, 8.784860E-002, 6.693175E-002
8.211879E-001, 7.992849E-002, 8.782946E-002, 6.729304E-002
8.331323E-001, 8.039556E-002, 8.778150E-002, 6.766494E-002
8.452505E-001, 8.086310E-002, 8.773270E-002, 6.801242E-002
8.575450E-001, 8.134640E-002, 8.764443E-002, 6.833077E-002
8.700182E-001, 8.182308E-002, 8.759601E-002, 6.861223E-002
8.826730E-001, 8.233966E-002, 8.748510E-002, 6.885504E-002
8.955117E-001, 8.295937E-002, 8.730520E-002, 6.905748E-002
9.085372E-001, 8.357677E-002, 8.705234E-002, 6.928825E-002
9.217522E-001, 8.419335E-002, 8.679085E-002, 6.948479E-002
9.351594E-001, 8.478032E-002, 8.652162E-002, 6.965489E-002
9.487616E-001, 8.540288E-002, 8.635894E-002, 6.994780E-002
9.625617E-001, 8.602219E-002, 8.633537E-002, 7.028618E-002
9.765624E-001, 8.668296E-002, 8.635367E-002, 7.066324E-002
9.907669E-001, 8.735409E-002, 8.639193E-002, 7.102081E-002
1.005178E+000, 8.801942E-002, 8.642656E-002, 7.136043E-002
1.019799E+000, 8.865384E-002, 8.646488E-002, 7.166371E-002
1.034632E+000, 8.927672E-002, 8.644041E-002, 7.192902E-002
1.049681E+000, 8.990360E-002, 8.645193E-002, 7.215479E-002
1.064949E+000, 9.049240E-002, 8.659735E-002, 7.233942E-002
1.080439E+000, 9.106097E-002, 8.668093E-002, 7.248139E-002
1.096154E+000, 9.158672E-002, 8.674721E-002, 7.257921E-002
1.112098E+000, 9.210568E-002, 8.676277E-002, 7.263140E-002
1.128274E+000, 9.258400E-002, 8.680752E-002, 7.263658E-002
1.144685E+000, 9.301060E-002, 8.690218E-002, 7.259344E-002
1.161335E+000, 9.341134E-002, 8.695499E-002, 7.250074E-002
1.178227E+000, 9.383552E-002, 8.711671E-002, 7.235733E-002
1.195365E+000, 9.421019E-002, 8.729004E-002, 7.216215E-002
1.212752E+000, 9.452035E-002, 8.740346E-002, 7.205720E-002
1.230392E+000, 9.476479E-002, 8.746378E-002, 7.226428E-002
1.248288E+000, 9.496180E-002, 8.752198E-002, 7.235857E-002
1.266445E+000, 9.524121E-002, 8.761188E-002, 7.231826E-002
1.284866E+000, 9.554803E-002, 8.767264E-002, 7.198860E-002
1.303555E+000, 9.588960E-002, 8.778820E-002, 7.183653E-002
1.322515E+000, 9.621952E-002, 8.795320E-002, 7.266793E-002
1.341752E+000, 9.677745E-002, 8.808094E-002, 7.326469E-002
1.361268E+000, 9.727997E-002, 8.815839E-002, 7.356922E-002
1.381068E+000, 9.776822E-002, 8.819813E-002, 7.349788E-002
1.401156E+000, 9.829721E-002, 8.824582E-002, 7.300705E-002
1.421536E+000, 9.884890E-002, 8.918405E-002, 7.207938E-002
1.442213E+000, 9.934273E-002, 9.031609E-002, 7.080600E-002
1.463190E+000, 9.978875E-002, 9.125783E-002, 7.012909E-002
1.484473E+000, 1.001991E-001, 9.195106E-002, 6.983395E-002
