ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  454
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 5.947259E-002, 1.122255E-001, 1.154708E-001
4.882812E-001, 5.895710E-002, 1.116299E-001, 1.148025E-001
4.953834E-001, 5.852283E-002, 1.109345E-001, 1.140820E-001
5.025890E-001, 5.833156E-002, 1.101540E-001, 1.140179E-001
5.098993E-001, 5.810048E-002, 1.105765E-001, 1.140853E-001
5.173159E-001, 5.782977E-002, 1.111483E-001, 1.141022E-001
5.248405E-001, 5.751975E-002, 1.116615E-001, 1.140684E-001
5.324745E-001, 5.717094E-002, 1.121136E-001, 1.139840E-001
5.402195E-001, 5.678405E-002, 1.126096E-001, 1.138490E-001
5.480772E-001, 5.635998E-002, 1.131729E-001, 1.136641E-001
5.560491E-001, 5.589983E-002, 1.136748E-001, 1.134298E-001
5.641370E-001, 5.540492E-002, 1.141258E-001, 1.131471E-001
5.723426E-001, 5.487676E-002, 1.145312E-001, 1.128172E-001
5.806675E-001, 5.431709E-002, 1.148771E-001, 1.124416E-001
5.891135E-001, 5.372953E-002, 1.151744E-001, 1.120221E-001
5.976824E-001, 5.351227E-002, 1.154083E-001, 1.115609E-001
6.063759E-001, 5.357216E-002, 1.155730E-001, 1.110606E-001
6.151958E-001, 5.360287E-002, 1.156660E-001, 1.105239E-001
6.241440E-001, 5.360435E-002, 1.156996E-001, 1.099540E-001
6.332224E-001, 5.357665E-002, 1.156670E-001, 1.093547E-001
6.424329E-001, 5.351995E-002, 1.155602E-001, 1.087299E-001
6.517773E-001, 5.343558E-002, 1.153787E-001, 1.080841E-001
6.612576E-001, 5.332464E-002, 1.151223E-001, 1.074221E-001
6.708758E-001, 5.318616E-002, 1.147918E-001, 1.069741E-001
6.806339E-001, 5.302260E-002, 1.147440E-001, 1.068561E-001
6.905339E-001, 5.284493E-002, 1.147561E-001, 1.067032E-001
