ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  1071
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 7.475334E-002, 8.668318E-002, 1.721651E-001
4.882812E-001, 7.463782E-002, 8.665058E-002, 1.733091E-001
4.953834E-001, 7.462253E-002, 8.655927E-002, 1.743811E-001
5.025890E-001, 7.456278E-002, 8.640672E-002, 1.753764E-001
5.098993E-001, 7.467414E-002, 8.619691E-002, 1.762903E-001
5.173159E-001, 7.472047E-002, 8.592833E-002, 1.771178E-001
5.248405E-001, 7.493990E-002, 8.573204E-002, 1.778539E-001
5.324745E-001, 7.536779E-002, 8.549606E-002, 1.791764E-001
5.402195E-001, 7.572984E-002, 8.520838E-002, 1.818677E-001
5.480772E-001, 7.601915E-002, 8.486829E-002, 1.845705E-001
5.560491E-001, 7.625376E-002, 8.447754E-002, 1.872830E-001
5.641370E-001, 7.649595E-002, 8.415865E-002, 1.900031E-001
5.723426E-001, 7.687464E-002, 8.379521E-002, 1.927289E-001
5.806675E-001, 7.717670E-002, 8.338746E-002, 1.954581E-001
5.891135E-001, 7.739754E-002, 8.293880E-002, 1.981882E-001
5.976824E-001, 7.754085E-002, 8.245308E-002, 2.009169E-001
6.063759E-001, 7.761686E-002, 8.193460E-002, 2.036414E-001
6.151958E-001, 7.770328E-002, 8.138812E-002, 2.063589E-001
6.241440E-001, 7.780264E-002, 8.082045E-002, 2.090666E-001
6.332224E-001, 7.785703E-002, 8.023606E-002, 2.117612E-001
6.424329E-001, 7.802276E-002, 7.967719E-002, 2.144396E-001
6.517773E-001, 7.819353E-002, 7.913877E-002, 2.170982E-001
6.612576E-001, 7.876183E-002, 7.859367E-002, 2.197335E-001
6.708758E-001, 7.930033E-002, 7.804861E-002, 2.223416E-001
6.806339E-001, 7.980918E-002, 7.751067E-002, 2.249186E-001
6.905339E-001, 8.025270E-002, 7.698731E-002, 2.274604E-001
7.005780E-001, 8.071963E-002, 7.648629E-002, 2.299625E-001
7.107681E-001, 8.116515E-002, 7.601562E-002, 2.324206E-001
7.211065E-001, 8.153279E-002, 7.558355E-002, 2.348299E-001
7.315952E-001, 8.181868E-002, 7.519843E-002, 2.371855E-001
7.422365E-001, 8.201893E-002, 7.486868E-002, 2.394824E-001
7.530326E-001, 8.221470E-002, 7.460269E-002, 2.417152E-001
7.639857E-001, 8.250194E-002, 7.440873E-002, 2.438786E-001
7.750981E-001, 8.273219E-002, 7.429484E-002, 2.459669E-001
7.863722E-001, 8.287828E-002, 7.426867E-002, 2.479743E-001
7.978103E-001, 8.297601E-002, 7.433745E-002, 2.498949E-001
8.094147E-001, 8.299328E-002, 7.456137E-002, 2.517224E-001
8.211879E-001, 8.310756E-002, 7.489592E-002, 2.534506E-001
8.331323E-001, 8.336196E-002, 7.534027E-002, 2.550807E-001
8.452505E-001, 8.368899E-002, 7.589533E-002, 2.566006E-001
8.575450E-001, 8.423185E-002, 7.655995E-002, 2.580018E-001
8.700182E-001, 8.481036E-002, 7.733193E-002, 2.592775E-001
8.826730E-001, 8.531461E-002, 7.820728E-002, 2.604375E-001
8.955117E-001, 8.577181E-002, 7.918008E-002, 2.614891E-001
9.085372E-001, 8.614933E-002, 8.024273E-002, 2.623954E-001
9.217522E-001, 8.658084E-002, 8.138680E-002, 2.631493E-001
9.351594E-001, 8.710262E-002, 8.259878E-002, 2.637433E-001
9.487616E-001, 8.755295E-002, 8.390618E-002, 2.641698E-001
9.625617E-001, 8.792111E-002, 8.538123E-002, 2.644216E-001
9.765624E-001, 8.829369E-002, 8.691975E-002, 2.644913E-001
9.907669E-001, 8.888619E-002, 8.850463E-002, 2.643716E-001
1.005178E+000, 8.942441E-002, 9.011642E-002, 2.669373E-001
1.019799E+000, 8.988346E-002, 9.173331E-002, 2.724578E-001
