ÒSaverXware Event SRS Export File
Generated From: C:\PROGRAM FILES (X86)\LANSMONT\SAVERXWARE\DataStore\EventDatabase.SXe
Event: Signal  1
Active Channel Code: 7
Freq (Hz), CH1 SRS (G's), CH2 SRS (G's), CH3 SRS (G's)
4.812808E-001, 1.506290E-001, 1.441048E-001, 3.400265E-002
4.882812E-001, 1.508926E-001, 1.435449E-001, 3.403850E-002
4.953834E-001, 1.511278E-001, 1.429475E-001, 3.404322E-002
5.025890E-001, 1.514200E-001, 1.422845E-001, 3.402411E-002
5.098993E-001, 1.516696E-001, 1.418104E-001, 3.402953E-002
5.173159E-001, 1.518623E-001, 1.413628E-001, 3.401188E-002
5.248405E-001, 1.521304E-001, 1.408839E-001, 3.399437E-002
5.324745E-001, 1.523511E-001, 1.404078E-001, 3.396831E-002
5.402195E-001, 1.527044E-001, 1.398860E-001, 3.393775E-002
5.480772E-001, 1.531764E-001, 1.392964E-001, 3.388125E-002
5.560491E-001, 1.535568E-001, 1.387852E-001, 3.390438E-002
5.641370E-001, 1.538970E-001, 1.382620E-001, 3.391637E-002
5.723426E-001, 1.541904E-001, 1.376682E-001, 3.389558E-002
5.806675E-001, 1.543870E-001, 1.374784E-001, 3.384073E-002
5.891135E-001, 1.546872E-001, 1.402927E-001, 3.375059E-002
5.976824E-001, 1.549678E-001, 1.432926E-001, 3.367838E-002
6.063759E-001, 1.551766E-001, 1.464497E-001, 3.385734E-002
6.151958E-001, 1.553667E-001, 1.497322E-001, 3.404310E-002
6.241440E-001, 1.555227E-001, 1.531053E-001, 3.421003E-002
6.332224E-001, 1.557036E-001, 1.565315E-001, 3.435705E-002
6.424329E-001, 1.558776E-001, 1.599710E-001, 3.450048E-002
6.517773E-001, 1.560552E-001, 1.633822E-001, 3.465365E-002
6.612576E-001, 1.562159E-001, 1.667219E-001, 3.477957E-002
6.708758E-001, 1.563109E-001, 1.699467E-001, 3.487915E-002
6.806339E-001, 1.563267E-001, 1.730129E-001, 3.497234E-002
6.905339E-001, 1.563359E-001, 1.758779E-001, 3.503479E-002
7.005780E-001, 1.564446E-001, 1.785008E-001, 3.506477E-002
7.107681E-001, 1.566560E-001, 1.808430E-001, 3.506080E-002
7.211065E-001, 1.567893E-001, 1.828696E-001, 3.502143E-002
7.315952E-001, 1.568291E-001, 1.845501E-001, 3.522310E-002
7.422365E-001, 1.568204E-001, 1.858592E-001, 3.553524E-002
7.530326E-001, 1.567127E-001, 1.867776E-001, 3.584758E-002
7.639857E-001, 1.567833E-001, 1.872932E-001, 3.613918E-002
7.750981E-001, 1.567948E-001, 1.874014E-001, 3.640859E-002
7.863722E-001, 1.567907E-001, 1.871056E-001, 3.666648E-002
7.978103E-001, 1.567468E-001, 1.864181E-001, 3.690675E-002
